method,path,domain,action,summary,func,file,auth_status,enforcement,current_perms,ui_exposed,recommended_perm,recommended_scope,severity,is_mutation,sensitive_kw,roles_with_current_perm
GET,/api/v1/locations,locations,list,List locations,list_locations,locations.py,permission,require_permission(locations.read),locations.read,yes,locations.list,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/locations,locations,create,Create location,create_location,locations.py,permission,require_permission(locations.create),locations.create,yes,locations.create,?,🟢,yes,permission,ADMIN
GET,/api/v1/locations/by-code/{code},locations,read,Get by code,get_by_code,locations.py,permission,require_permission(locations.read),locations.read,no,locations.read,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/locations/statistics,locations,list,Get statistics,get_statistics,locations.py,permission,require_permission(locations.read),locations.read,no,locations.list,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
DELETE,/api/v1/locations/{item_id},locations,delete,Soft delete location,delete_location,locations.py,permission,require_permission(locations.delete),locations.delete,yes,locations.delete,?,🟢,yes,delete;permission,ADMIN
GET,/api/v1/locations/{item_id},locations,read,Get location,get_location,locations.py,permission,require_permission(locations.read),locations.read,yes,locations.read,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PUT,/api/v1/locations/{item_id},locations,update,Update location,update_location,locations.py,permission,require_permission(locations.update),locations.update,yes,locations.update,?,🟢,yes,permission,ADMIN
POST,/api/v1/locations/{item_id}/restore,locations,restore,Restore location,restore_location,locations.py,permission,require_permission(locations.restore),locations.restore,no,locations.restore,?,🟢,yes,permission,ADMIN
GET,/api/v1/permissions,permissions,list,רשימת הרשאות,list_permissions,permissions.py,permission,require_permission(permissions.list),permissions.list=MISSING_IN_DB,yes,permissions.list,global,🟢,no,permission,
POST,/api/v1/permissions,permissions,create,יצירת הרשאה,create_permission,permissions.py,permission,require_permission(permissions.create),permissions.create=MISSING_IN_DB,no,permissions.create,global,🟢,yes,permission,
DELETE,/api/v1/permissions/{permission_id},permissions,delete,מחיקת הרשאה,delete_permission,permissions.py,permission,require_permission(permissions.delete),permissions.delete=MISSING_IN_DB,no,permissions.delete,global,🟢,yes,delete;permission,
GET,/api/v1/permissions/{permission_id},permissions,read,קבלת הרשאה,get_permission,permissions.py,permission,require_permission(permissions.read),permissions.read,no,permissions.read,global,🟢,no,permission,ADMIN
PUT,/api/v1/permissions/{permission_id},permissions,update,עדכון הרשאה,update_permission,permissions.py,permission,require_permission(permissions.update),permissions.update=MISSING_IN_DB,no,permissions.update,global,🟢,yes,permission,
GET,/api/v1/project-assignments/user/{user_id}/projects,project_assignments,read,Get user's project assignments.,get_user_projects,project_assignments.py,permission,require_permission(region_manager),region_manager=MISSING_IN_DB,yes,project_assignments.read,?,🟢,no,permission;role,
GET,/api/v1/projects,projects,list,List projects filtered by the caller's role scope.,list_projects,projects.py,permission,require_permission(projects.read),projects.read,yes,projects.list,scoped (region/area/project per role),🟢,no,amount;delete;permission;role,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/projects,projects,create,Create project with optional GIS point.,create_project,projects.py,permission,require_permission(projects.create),projects.create,yes,projects.create,scoped (region/area/project per role),🟢,yes,permission,ADMIN
GET,/api/v1/projects/by-code/{code},projects,read,Get by code,get_by_code,projects.py,permission,require_permission(projects.read),projects.read,no,projects.read,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/projects/code/{code},projects,read,Get by code - enriched with budget data for Workspace.,get_by_code_alias,projects.py,permission,require_permission(projects.read),projects.read,yes,projects.read,scoped (region/area/project per role),🟢,no,amount;spent;permission;role,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/projects/code/{code}/workspace-summary,projects,read,Get server-side summary numbers for Project Workspace.,get_workspace_summary,projects.py,permission,require_permission(projects.read),projects.read,yes,projects.read,scoped (region/area/project per role),🟢,no,amount;spent;reject;delete;permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/projects/statistics,projects,list,Get statistics,get_statistics,projects.py,permission,require_permission(projects.read),projects.read,yes,projects.list,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
DELETE,/api/v1/projects/{item_id},projects,delete,Soft delete project,delete_project,projects.py,permission,require_permission(projects.delete),projects.delete=MISSING_IN_DB,yes,projects.delete,scoped (region/area/project per role),🟢,yes,delete;permission,
GET,/api/v1/projects/{item_id},projects,read,Get project,get_project,projects.py,permission,require_permission(projects.read),projects.read,yes,projects.read,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PUT,/api/v1/projects/{item_id},projects,update,Update project with optional GIS point.,update_project,projects.py,permission,require_permission(projects.update),projects.update,yes,projects.update,scoped (region/area/project per role),🟢,yes,permission,ADMIN
GET,/api/v1/projects/{item_id}/forest-map,projects,read,Get forest map data for a project,get_project_forest_map,projects.py,permission,require_permission(projects.read),projects.read,no,projects.read,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/projects/{item_id}/geo,projects,read,Get project with geographic coordinates for map.,get_project_geo,projects.py,permission,require_permission(projects.read),projects.read,no,projects.read,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/projects/{item_id}/restore,projects,restore,Restore project,restore_project,projects.py,permission,require_permission(projects.restore),projects.restore,no,projects.restore,scoped (region/area/project per role),🟢,yes,permission,ADMIN
GET,/api/v1/regions,regions,list,List regions,list_regions,regions.py,permission,require_permission(regions.read),regions.read,yes,regions.list,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/regions,regions,create,Create region,create_region,regions.py,permission,require_permission(regions.create),regions.create,yes,regions.create,global,🟢,yes,permission,ADMIN
GET,/api/v1/regions/by-code/{code},regions,read,Get by code,get_by_code,regions.py,permission,require_permission(regions.read),regions.read,no,regions.read,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/regions/statistics,regions,list,Get statistics,get_statistics,regions.py,permission,require_permission(regions.read),regions.read,no,regions.list,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
DELETE,/api/v1/regions/{region_id},regions,delete,Delete region,delete_region,regions.py,permission,require_permission(regions.delete),regions.delete,no,regions.delete,global,🟢,yes,delete;permission,ADMIN
GET,/api/v1/regions/{region_id},regions,read,Get region,get_region,regions.py,permission,require_permission(regions.read),regions.read,yes,regions.read,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PUT,/api/v1/regions/{region_id},regions,update,Update region,update_region,regions.py,permission,require_permission(regions.update),regions.update,yes,regions.update,global,🟢,yes,permission,ADMIN
POST,/api/v1/regions/{region_id}/restore,regions,restore,Restore region,restore_region,regions.py,permission,require_permission(regions.restore),regions.restore,no,regions.restore,global,🟢,yes,permission,ADMIN
GET,/api/v1/report-runs,report_runs,list,List report runs,list_report_runs,report_runs.py,permission,require_permission(report_runs.read),report_runs.read,no,report_runs.list,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/report-runs,report_runs,create,Create report run,create_report_run,report_runs.py,permission,require_permission(report_runs.create),report_runs.create=MISSING_IN_DB,no,report_runs.create,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/report-runs/statistics,report_runs,list,Get statistics,get_statistics,report_runs.py,permission,require_permission(report_runs.read),report_runs.read,no,report_runs.list,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/report-runs/{run_id},report_runs,read,Get report run,get_report_run,report_runs.py,permission,require_permission(report_runs.read),report_runs.read,no,report_runs.read,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;REGION_MANAGER;WORK_MANAGER
PUT,/api/v1/report-runs/{run_id},report_runs,update,Update report run,update_report_run,report_runs.py,permission,require_permission(report_runs.update),report_runs.update=MISSING_IN_DB,no,report_runs.update,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/reports,reports,list,List reports,list_reports,reports.py,permission,require_permission(reports.read),reports.read,no,reports.list,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/reports,reports,create,Create report,create_report,reports.py,permission,require_permission(reports.create),reports.create,no,reports.create,scoped (region/area/project per role),🟢,yes,permission,ADMIN
GET,/api/v1/reports/by-code/{code},reports,read,Get by code,get_by_code,reports.py,permission,require_permission(reports.read),reports.read,no,reports.read,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/reports/statistics,reports,list,Get statistics,get_statistics,reports.py,permission,require_permission(reports.read),reports.read,no,reports.list,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
DELETE,/api/v1/reports/{report_id},reports,delete,Delete report,delete_report,reports.py,permission,require_permission(reports.delete),reports.delete,no,reports.delete,scoped (region/area/project per role),🟢,yes,delete;permission,ADMIN
GET,/api/v1/reports/{report_id},reports,read,Get report,get_report,reports.py,permission,require_permission(reports.read),reports.read,no,reports.read,scoped (region/area/project per role),🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PUT,/api/v1/reports/{report_id},reports,update,Update report,update_report,reports.py,permission,require_permission(reports.update),reports.update,no,reports.update,scoped (region/area/project per role),🟢,yes,permission,ADMIN
POST,/api/v1/reports/{report_id}/restore,reports,restore,Restore report,restore_report,reports.py,permission,require_permission(reports.restore),reports.restore=MISSING_IN_DB,no,reports.restore,scoped (region/area/project per role),🟢,yes,permission,
DELETE,/api/v1/role-assignments,role_assignments,delete,הסרת הקצאת תפקיד,remove_role_assignment,role_assignments.py,permission,require_permission(role_assignments.delete),role_assignments.delete=MISSING_IN_DB,no,role_assignments.delete,global,🟢,yes,delete;permission;role,
POST,/api/v1/role-assignments,role_assignments,create,הקצאת תפקיד למשתמש,assign_role,role_assignments.py,permission,require_permission(role_assignments.create),role_assignments.create=MISSING_IN_DB,no,role_assignments.create,global,🟢,yes,permission;role,
GET,/api/v1/role-assignments/roles/{role_id},role_assignments,read,רשימת משתמשים עם תפקיד,list_role_assignments,role_assignments.py,permission,require_permission(role_assignments.list),role_assignments.list=MISSING_IN_DB,no,role_assignments.read,global,🟢,no,permission;role,
GET,/api/v1/role-assignments/users/{user_id},role_assignments,read,רשימת תפקידים של משתמש,list_user_role_assignments,role_assignments.py,permission,require_permission(role_assignments.list),role_assignments.list=MISSING_IN_DB,no,role_assignments.read,global,🟢,no,permission;role,
GET,/api/v1/roles,roles,list,רשימת תפקידים,list_roles,roles.py,permission,require_permission(roles.list),roles.list=MISSING_IN_DB,yes,roles.list,global,🟢,no,permission;role,
POST,/api/v1/roles,roles,create,יצירת תפקיד,create_role,roles.py,permission,require_permission(roles.create),roles.create,yes,roles.create,global,🟢,yes,permission;role,ADMIN
DELETE,/api/v1/roles/{role_id},roles,delete,מחיקת תפקיד,delete_role,roles.py,permission,require_permission(roles.delete),roles.delete,yes,roles.delete,global,🟢,yes,delete;permission;role,ADMIN
GET,/api/v1/roles/{role_id},roles,read,קבלת תפקיד,get_role,roles.py,permission,require_permission(roles.read),roles.read,no,roles.read,global,🟢,no,permission;role,ADMIN;REGION_MANAGER
PUT,/api/v1/roles/{role_id},roles,update,עדכון תפקיד,update_role,roles.py,permission,require_permission(roles.update),roles.update,yes,roles.update,global,🟢,yes,permission;role,ADMIN
GET,/api/v1/roles/{role_id}/permissions,roles,read,רשימת הרשאות לתפקיד,list_role_permissions,roles.py,permission,require_permission(roles.read),roles.read,no,roles.read,global,🟢,no,permission;role,ADMIN;REGION_MANAGER
DELETE,/api/v1/roles/{role_id}/permissions/{permission_id},roles,delete,הסרת הרשאה מתפקיד,remove_permission_from_role,roles.py,permission,require_permission(roles.manage_permissions),roles.manage_permissions=MISSING_IN_DB,no,roles.delete,global,🟢,yes,delete;permission;role,
POST,/api/v1/roles/{role_id}/permissions/{permission_id},roles,create,הקצאת הרשאה לתפקיד,assign_permission_to_role,roles.py,permission,require_permission(roles.manage_permissions),roles.manage_permissions=MISSING_IN_DB,no,roles.create,global,🟢,yes,permission;role,
GET,/api/v1/settings/equipment-rates,equipment_rates,list,List all equipment types with their current hourly rate.,get_equipment_rates,equipment_rates.py,permission,require_permission(equipment.view),equipment.view=MISSING_IN_DB,no,equipment_rates.list,?,🟢,no,permission,
POST,/api/v1/settings/equipment-rates,equipment_rates,create,Add a new equipment type with optional hourly rate.,create_equipment_type,equipment_rates.py,permission,require_permission(equipment.manage),equipment.manage=MISSING_IN_DB,no,equipment_rates.create,?,🟢,yes,permission,
PATCH,/api/v1/settings/equipment-rates/{type_id},equipment_rates,update,Update hourly rate for an equipment type and record history.,update_equipment_rate,equipment_rates.py,permission,require_permission(equipment.manage),equipment.manage=MISSING_IN_DB,no,equipment_rates.update,?,🟢,yes,permission,
GET,/api/v1/settings/equipment-rates/{type_id}/history,equipment_rates,read,Return rate change history for a specific equipment type.,get_rate_history,equipment_rates.py,permission,require_permission(equipment.view),equipment.view=MISSING_IN_DB,no,equipment_rates.read,?,🟢,no,permission,
PUT,/api/v1/settings/work-hours,settings,update,Save work-hours settings to DB table work_hour_settings.,update_work_hours,settings.py,permission,require_permission(system.settings),system.settings=MISSING_IN_DB,yes,settings.update,global,🟢,yes,pay;permission,
GET,/api/v1/supplier-constraint-reasons,supplier_constraint_reasons,list,List supplier constraint reasons,list_reasons,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.read),supplier_constraint_reasons.read,yes,supplier_constraint_reasons.list,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/supplier-constraint-reasons,supplier_constraint_reasons,create,Create supplier constraint reason,create_reason,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.create),supplier_constraint_reasons.create=MISSING_IN_DB,yes,supplier_constraint_reasons.create,global,🟢,yes,permission,
GET,/api/v1/supplier-constraint-reasons/by-code/{code},supplier_constraint_reasons,read,Get by code,get_by_code,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.read),supplier_constraint_reasons.read,no,supplier_constraint_reasons.read,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/supplier-constraint-reasons/statistics,supplier_constraint_reasons,list,Get statistics,get_statistics,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.read),supplier_constraint_reasons.read,no,supplier_constraint_reasons.list,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
DELETE,/api/v1/supplier-constraint-reasons/{item_id},supplier_constraint_reasons,delete,Soft delete supplier constraint reason,delete_reason,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.delete),supplier_constraint_reasons.delete=MISSING_IN_DB,yes,supplier_constraint_reasons.delete,global,🟢,yes,delete;permission,
GET,/api/v1/supplier-constraint-reasons/{item_id},supplier_constraint_reasons,read,Get supplier constraint reason,get_reason,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.read),supplier_constraint_reasons.read,no,supplier_constraint_reasons.read,all,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PATCH,/api/v1/supplier-constraint-reasons/{item_id},supplier_constraint_reasons,update,Partially update a supplier constraint reason (alias of PUT).,patch_reason,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.update),supplier_constraint_reasons.update=MISSING_IN_DB,yes,supplier_constraint_reasons.update,global,🟢,yes,,
PUT,/api/v1/supplier-constraint-reasons/{item_id},supplier_constraint_reasons,update,Update supplier constraint reason,update_reason,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.update),supplier_constraint_reasons.update=MISSING_IN_DB,yes,supplier_constraint_reasons.update,global,🟢,yes,permission,
POST,/api/v1/supplier-constraint-reasons/{item_id}/restore,supplier_constraint_reasons,restore,Restore supplier constraint reason,restore_reason,supplier_constraint_reasons.py,permission,require_permission(supplier_constraint_reasons.restore),supplier_constraint_reasons.restore=MISSING_IN_DB,no,supplier_constraint_reasons.restore,global,🟢,yes,permission,
GET,/api/v1/supplier-portal/{portal_token},supplier_portal,read,קבלת פרטי הזמנה לדף נחיתה של ספק,get_supplier_portal_view,supplier_portal.py,anonymous,NONE,,yes,,supplier_token,🟢,no,amount,
POST,/api/v1/supplier-portal/{portal_token}/accept,supplier_portal,create,אישור הזמנת עבודה על ידי ספק,accept_work_order,supplier_portal.py,anonymous,NONE,,yes,,supplier_token,🟢,yes,lock,
GET,/api/v1/supplier-portal/{portal_token}/available-equipment,supplier_portal,read,מחזיר רשימת ציוד זמין לספק שתואם לסוג הכלי שהוזמן.,get_available_equipment,supplier_portal.py,anonymous,NONE,,yes,,supplier_token,🟢,no,reject;lock;delete,
POST,/api/v1/supplier-portal/{portal_token}/reject,supplier_portal,reject,דחיית הזמנת עבודה על ידי ספק,reject_work_order,supplier_portal.py,anonymous,NONE,,yes,,supplier_token,🟢,yes,reject,
GET,/api/v1/supplier-portal/{portal_token}/status,supplier_portal,read,בדיקת סטטוס תוקף הטוקן,get_portal_status,supplier_portal.py,anonymous,NONE,,no,,supplier_token,🟢,no,,
GET,/api/v1/suppliers,suppliers,list,list_suppliers,list_suppliers,suppliers.py,permission,require_permission(suppliers.list),suppliers.list,yes,suppliers.list,?,🟢,no,permission,ADMIN;AREA_MANAGER;REGION_MANAGER
POST,/api/v1/suppliers,suppliers,create,create_supplier,create_supplier,suppliers.py,permission,require_permission(suppliers.create),suppliers.create,yes,suppliers.create,?,🟢,yes,permission,ADMIN
GET,/api/v1/suppliers-equipment,suppliers,list,Return supplier_equipment rows enriched with supplier/model names.,list_all_supplier_equipment,suppliers.py,permission,require_permission(suppliers.read),suppliers.read,no,suppliers.list,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/suppliers/by-code/{code},suppliers,read,get_supplier_by_code,get_supplier_by_code,suppliers.py,permission,require_permission(suppliers.read),suppliers.read,no,suppliers.read,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
DELETE,/api/v1/suppliers/{supplier_id},suppliers,delete,delete_supplier,delete_supplier,suppliers.py,permission,require_permission(suppliers.delete),suppliers.delete,yes,suppliers.delete,?,🟢,yes,delete;permission,ADMIN
GET,/api/v1/suppliers/{supplier_id},suppliers,read,get_supplier,get_supplier,suppliers.py,permission,require_permission(suppliers.read),suppliers.read,yes,suppliers.read,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PUT,/api/v1/suppliers/{supplier_id},suppliers,update,update_supplier,update_supplier,suppliers.py,permission,require_permission(suppliers.update),suppliers.update,yes,suppliers.update,?,🟢,yes,permission,ADMIN
GET,/api/v1/suppliers/{supplier_id}/equipment,suppliers,read,Return equipment for a specific supplier.,list_supplier_equipment,suppliers.py,permission,require_permission(suppliers.read),suppliers.read,yes,suppliers.read,?,🟢,no,permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
GET,/api/v1/suppliers/{supplier_id}/equipment/{equipment_id}/qr-code,suppliers,read,Generate and return a QR code PNG image for a supplier's equipment tool.,get_supplier_equipment_qr_code,suppliers.py,permission,require_permission(suppliers.read),suppliers.read,no,suppliers.read,?,🟢,no,pay;permission,ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PATCH,/api/v1/suppliers/{supplier_id}/toggle-active,suppliers,update,הפעל / השבת ספק,toggle_supplier_active,suppliers.py,permission,require_permission(suppliers.update),suppliers.update,yes,suppliers.update,?,🟢,yes,permission,ADMIN
GET,/api/v1/support-tickets/{ticket_id},support_tickets,read,Get a specific support ticket by ID.,get_support_ticket,support_tickets.py,authenticated,inline_role_check,,no,support_tickets.read,?,🟢,no,role,
PUT,/api/v1/support-tickets/{ticket_id},support_tickets,update,Update a support ticket.,update_support_ticket,support_tickets.py,authenticated,inline_role_check,,no,support_tickets.update,?,🟢,yes,role,
GET,/api/v1/support-tickets/{ticket_id}/comments,support_tickets,read,Get all comments/messages for a ticket.,get_ticket_comments,support_tickets.py,authenticated,inline_role_check,,yes,support_tickets.read,?,🟢,no,role,
POST,/api/v1/support-tickets/{ticket_id}/comments,support_tickets,create,Add a comment/message to a ticket. Auto-updates status.,add_ticket_comment,support_tickets.py,authenticated,inline_role_check,,yes,support_tickets.create,?,🟢,yes,role,
PATCH,/api/v1/support-tickets/{ticket_id}/status,support_tickets,update,Admin-only: change ticket status and notify owner.,patch_ticket_status,support_tickets.py,authenticated,inline_role_check,,yes,support_tickets.update,?,🟢,yes,role,
POST,/api/v1/system-rates,system_rates,create,יצירת תעריף גלובלי חדש (מנהל בלבד).,create_system_rate,system_rates.py,permission,require_permission(system.settings),system.settings=MISSING_IN_DB,no,system_rates.create,global,🟢,yes,lock;permission,
DELETE,/api/v1/system-rates/{rate_id},system_rates,delete,מחיקת תעריף (soft delete).,delete_system_rate,system_rates.py,permission,require_permission(system.settings),system.settings=MISSING_IN_DB,no,system_rates.delete,global,🟢,yes,lock;delete;permission,
PATCH,/api/v1/system-rates/{rate_id},system_rates,update,עדכון תעריף גלובלי (מנהל בלבד).,update_system_rate,system_rates.py,permission,require_permission(system.settings),system.settings=MISSING_IN_DB,no,system_rates.update,global,🟢,yes,lock;permission,
GET,/api/v1/users,users,list,רשימת משתמשים,list_users,users.py,permission,require_permission(users.list),users.list,yes,users.list,global (admin) or scoped (managers see their own area users),🟢,no,permission,ADMIN;AREA_MANAGER;REGION_MANAGER
POST,/api/v1/users,users,create,יצירת משתמש חדש,create_user,users.py,permission,require_permission(users.create),users.create,yes,users.create,global (admin) or scoped (managers see their own area users),🟢,yes,permission,ADMIN
DELETE,/api/v1/users/{user_id},users,delete,מחיקת משתמש (soft delete),delete_user,users.py,permission,require_permission(users.delete),users.delete,no,users.delete,global (admin) or scoped (managers see their own area users),🟢,yes,delete;permission,ADMIN
GET,/api/v1/users/{user_id},users,read,קבלת משתמש לפי ID,get_user,users.py,permission,require_permission(users.read),users.read,yes,users.read,global (admin) or scoped (managers see their own area users),🟢,no,permission,ADMIN;AREA_MANAGER;REGION_MANAGER
PATCH,/api/v1/users/{user_id},users,update,עדכון חלקי של משתמש (PATCH alias),patch_user,users.py,permission,require_permission(users.update),users.update,yes,users.update,global (admin) or scoped (managers see their own area users),🟢,yes,permission,ADMIN
PUT,/api/v1/users/{user_id},users,update,עדכון משתמש,update_user,users.py,permission,require_permission(users.update),users.update,yes,users.update,global (admin) or scoped (managers see their own area users),🟢,yes,permission,ADMIN
POST,/api/v1/users/{user_id}/lock,users,lock,נעילת משתמש,lock_user,users.py,permission,require_permission(users.lock),users.lock,no,users.lock,global (admin) or scoped (managers see their own area users),🟢,yes,lock;permission,ADMIN
POST,/api/v1/users/{user_id}/password,users,create,החלפת סיסמה,change_password,users.py,permission,require_permission(users.manage),users.manage,yes,users.create,global (admin) or scoped (managers see their own area users),🟢,yes,permission,ADMIN
PUT,/api/v1/users/{user_id}/reactivate,users,update,החזרת משתמש מושהה לפעילות,reactivate_user,users.py,permission,require_permission(users.edit),users.edit,no,users.update,global (admin) or scoped (managers see their own area users),🟢,yes,permission,ADMIN
PUT,/api/v1/users/{user_id}/role,users,update,שינוי תפקיד משתמש + ניקוי שיוכי פרויקטים ישנים,change_user_role,users.py,permission,require_permission(users.edit),users.edit,yes,users.update,global (admin) or scoped (managers see their own area users),🟢,yes,delete;permission;role,ADMIN
PUT,/api/v1/users/{user_id}/suspend,users,update,השהיית משתמש עם תאריך מחיקה מתוזמנת,suspend_user,users.py,permission,require_permission(users.edit),users.edit,yes,users.update,global (admin) or scoped (managers see their own area users),🟢,yes,delete;permission,ADMIN
POST,/api/v1/users/{user_id}/unlock,users,unlock,ביטול נעילת משתמש,unlock_user,users.py,permission,require_permission(users.unlock),users.unlock,no,users.unlock,global (admin) or scoped (managers see their own area users),🟢,yes,lock;unlock;permission,ADMIN
GET,/api/v1/work-orders,work_orders,list,List work orders with filters and pagination,list_work_orders,work_orders.py,permission,require_permission(work_orders.read),work_orders.read,yes,work_orders.list,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
POST,/api/v1/work-orders,work_orders,create,Create new work order,create_work_order,work_orders.py,permission,require_permission(work_orders.create),work_orders.create=MISSING_IN_DB,yes,work_orders.create,scoped (region/area/project per role),🟢,yes,permission,
POST,/api/v1/work-orders/preview-allocation,work_orders,create,Preview which supplier the backend would choose for a work order.,preview_work_order_allocation,work_orders.py,permission,require_permission(work_orders.create),work_orders.create=MISSING_IN_DB,yes,work_orders.create,scoped (region/area/project per role),🟢,yes,permission,
GET,/api/v1/work-orders/statistics,work_orders,list,Get work order statistics,get_work_order_statistics,work_orders.py,permission,require_permission(work_orders.read),work_orders.read,no,work_orders.list,scoped (region/area/project per role),🟢,no,permission,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
DELETE,/api/v1/work-orders/{work_order_id},work_orders,delete,Delete work order (soft delete) + activity log,delete_work_order,work_orders.py,permission,require_permission(work_orders.delete),work_orders.delete=MISSING_IN_DB,yes,work_orders.delete,scoped (region/area/project per role),🟢,yes,delete;permission,
GET,/api/v1/work-orders/{work_order_id},work_orders,read,Get work order by ID,get_work_order,work_orders.py,permission,require_permission(work_orders.read),work_orders.read,yes,work_orders.read,scoped (region/area/project per role),🟢,no,delete;permission;role,ACCOUNTANT;ADMIN;AREA_MANAGER;ORDER_COORDINATOR;REGION_MANAGER;WORK_MANAGER
PATCH,/api/v1/work-orders/{work_order_id},work_orders,update,PATCH alias for PUT - Frontend compatibility,patch_work_order,work_orders.py,permission,require_permission(work_orders.update),work_orders.update=MISSING_IN_DB,no,work_orders.update,scoped (region/area/project per role),🟢,yes,,
PUT,/api/v1/work-orders/{work_order_id},work_orders,update,Update work order,update_work_order,work_orders.py,permission,require_permission(work_orders.update),work_orders.update=MISSING_IN_DB,no,work_orders.update,scoped (region/area/project per role),🟢,yes,permission,
